user_name,score,date,text,gemma2_sentiment,gemma2_confidence,error_sentiment,classic_sentiment,positive,neutral,negative,time,class_sentiment,class_group,combined_weight_sentiment,combined_abs_sentiment,error_sentiment_value,llama3_sentiment,llama3_confidence,mistral-nemo_sentiment,mistral-nemo_confidence,qwen2_sentiment,qwen2_confidence,qwen2.5-7b_sentiment,qwen2.5-7b_confidence
Luzimar Moura,5,16/06/2024,top,0.6,0.8,0,0.0,0.0,1.0,0.0,2.135,neutral,outros,0.57,0.54,,0.5,0.8,,,,,1.0,0.8
Arkanjo Rafael Nunes,5,16/06/2024,Estou tendo dificuldades de acesso a minha conta! Faz 2 dias que não consigo entrar na conta! Por favor resolvam isso,-0.6,0.8,0,0.2225,0.126,0.693,0.181,2.142,detractor,acesso,-0.44,-0.54,,0.6,0.9,-0.7,0.8,-0.8,1.0,-0.8,0.7
Rodrigo Cabral,5,16/06/2024,Alta qualidade super satisfeito!!!,0.8,0.9,0,0.8213,0.791,0.209,0.0,2.497,promoter,outros,0.8,0.8,,0.8,0.9,0.7,1.0,1.0,1.0,0.8,0.9
Iara Pinheiro,5,16/06/2024,"Uma Excelente oportunidade, para quem está procurando uma renda extra!!!",0.8,0.9,0,0.8007,0.475,0.427,0.098,2.112,promoter,venda,0.8,0.8,,0.8,0.9,0.6,1.0,0.8,0.9,0.9,0.8
neidi castro,5,16/06/2024,a melhor 😉,0.8,0.9,0,0.4404,1.0,0.0,0.0,1.988,promoter,outros,0.73,0.78,,0.8,0.9,0.8,1.0,0.9,1.0,0.8,0.9
andresa valente,5,16/06/2024,perfeita pra minhas vendas,0.8,0.9,0,0.34,0.444,0.556,0.0,1.862,promoter,venda,0.71,0.77,,0.8,0.9,0.7,0.8,0.8,1.0,0.8,0.9
Isaac Aberto,5,16/06/2024,Muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.602,promoter,outros,0.72,0.78,,0.8,0.9,0.8,1.0,0.8,1.0,0.8,0.9
Cleverson Renato Ramos,5,16/06/2024,Ton é ótima opção para evoluir sua empresa!,0.8,0.9,0,-0.2244,0.0,0.76,0.24,2.206,promoter,outros,0.6,0.72,,0.8,1.0,0.8,1.0,0.8,0.9,0.8,0.9
Alcimara Lima,5,16/06/2024,muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,2.203,promoter,outros,0.72,0.78,,0.7,0.8,0.7,1.0,0.8,1.0,0.8,0.9
Claudiane D Jesus Claudiane,5,16/06/2024,gostei,0.6,0.8,0,0.4215,1.0,0.0,0.0,2.177,promoter,outros,0.56,0.59,,0.8,0.9,0.5,1.0,1.0,1.0,0.5,0.8
Anderson Santos,5,16/06/2024,top,-1.0,0.8,0,0.0,0.0,1.0,0.0,2.135,neutral,outros,-0.95,-0.9,,0.5,0.7,0.5,0.8,,,1.0,1.0
Márcio Silva,4,16/06/2024,ótima,1.0,0.9,0,0.0,0.0,1.0,0.0,2.013,promoter,outros,0.95,0.9,,0.8,0.9,0.7,1.0,1.0,1.0,0.8,0.9
Joyce Carvalho,1,16/06/2024,"Boa noite , estou tentando abrir o app no meu aparelho e fala que a senha está errada, mas é a mesma , e está correta . Espero uma resposta positiva de vcs .desde já agradeço. Eu quase não uso essa máquina pq sempre tem algum problema 😵‍💫 pedi vendas pq a internet não funciona. Se ela já tem Wi-Fi",0.1,0.6,0,-0.7447,0.035,0.815,0.15,2.145,detractor,maquininha,-0.07,0.08,,0.4,0.6,0.1,0.8,0.1,0.6,0.3,0.7
Rosa Santos,5,15/06/2024,muito boa gostei,0.8,0.9,0,0.6908,0.851,0.149,0.0,1.401,promoter,outros,0.78,0.8,,0.8,0.9,0.8,1.0,0.8,1.0,0.8,0.9
Cristiano Charles S. Fernandes,1,15/06/2024,Tenha cuidado sobre a tal promoton. Mentira! Deixei de comprar a máquina de outra empresa para cair na história dessa empresa.,-0.8,0.7,0,0.4003,0.15,0.777,0.073,2.262,detractor,maquininha,-0.56,-0.73,,-0.8,0.9,-0.7,0.8,0.3,1.0,-0.8,0.7
Maciano celestino Silva,2,15/06/2024,Já bem mais prático nem pra resolver os problemas nem pra ter um contato pra falar com atendente pra resolver e possível cada dia pior.,-0.6,0.7,0,-0.2732,0.242,0.544,0.215,1.93,detractor,atendimento,-0.53,-0.58,,-0.6,0.8,-0.8,0.9,-0.9,0.8,-0.6,0.7
Luis Serafim,1,15/06/2024,Não presta não tem respeito com seus clientes bloqueou meu e-mail não consigo acessar minha não posso usar a minha máquina falta de respeito eu recomendo pra niguem e vou colocar na justiça,-0.9,0.9,0,0.1027,0.241,0.505,0.255,1.59,detractor,atendimento,-0.7,-0.81,,0.5,0.9,-0.9,1.0,-0.9,0.8,-1.0,0.9
Jose maria Mendes,2,15/06/2024,Divulgação feita na ganhei nada.,-0.6,0.8,0,0.2732,0.344,0.656,0.0,2.381,detractor,outros,-0.43,-0.54,,-0.7,0.8,-0.5,0.8,-1.0,0.5,-0.3,0.7
Maria Jose Marques Santana,1,15/06/2024,Horrivel,-1.0,0.9,0,-0.5719,0.0,0.0,1.0,2.125,detractor,outros,-0.91,-0.98,,-1.0,0.8,-1.0,1.0,-1.0,1.0,-1.0,0.8
confeitaria #conectada,5,15/06/2024,Estou gostando,0.6,0.8,0,0.0,0.0,1.0,0.0,1.871,promoter,outros,0.57,0.54,,0.8,0.9,0.5,1.0,0.5,1.0,0.5,0.8
Jorge luiz Cassini,5,15/06/2024,Esse aplicativo massa,0.8,0.7,0,0.0,0.0,1.0,0.0,2.269,promoter,outros,0.76,0.72,,0.8,0.7,0.5,1.0,0.1,0.8,0.8,0.7
Luciene Silva Bispo de Jesus,5,15/06/2024,gostei maravilhosa,0.8,0.9,0,0.7717,1.0,0.0,0.0,2.328,promoter,outros,0.79,0.8,,0.8,0.9,0.7,1.0,0.9,0.8,0.8,0.9
DIEGO SOUZA,5,14/06/2024,Muito fatifeito,-0.8,0.7,0,0.0,0.0,1.0,0.0,1.471,detractor,outros,-0.76,-0.72,,0.8,0.6,0.4,0.8,-1.0,1.0,0.8,0.9
Alice Gomes,1,14/06/2024,"É o pior que já vi! Faz 3 dias que o aplicativo não funciona, consegui falar com o suporte e fizeram uma solicitação de transferência que tem dois dias para cair, totalizando 5 dias com o dinheiro prezo! Fujam, pior assistência possível.",-0.8,0.9,0,-0.8829,0.052,0.661,0.287,2.325,detractor,atendimento,-0.82,-0.8,,0.4,0.9,-0.9,1.0,-1.0,0.8,-0.9,0.8
Bebetto Bek,3,14/06/2024,Mais ou menos,0.0,0.5,0,0.0,0.0,1.0,0.0,1.934,neutral,outros,0.0,0.0,,0.5,0.7,0.0,1.0,0.5,1.0,0.4,0.7
Adriana silva assumpcao Drika,5,14/06/2024,bom,0.6,0.8,0,0.4215,1.0,0.0,0.0,1.998,promoter,outros,0.56,0.59,,0.8,0.7,0.8,1.0,0.6,1.0,0.5,0.8
Williams de Melo Santos,5,14/06/2024,legal,0.6,0.7,0,0.128,1.0,0.0,0.0,2.114,promoter,outros,0.51,0.56,,0.8,0.9,0.5,1.0,0.8,1.0,0.5,0.8
rafael borges,5,14/06/2024,"Reavalie a Ton , depois de um problema que tive , porém fui atendido, com muita atenção e respeito, só tenho a agradecer",0.7,0.8,0,-0.4215,0.103,0.67,0.228,2.005,promoter,atendimento,0.48,0.64,,0.8,0.9,0.6,1.0,0.9,0.8,0.6,0.8
Deli abade da silva Abade,4,14/06/2024,nota 10 obrigado,0.8,0.9,0,0.4404,0.592,0.408,0.0,2.177,promoter,outros,0.73,0.78,,0.5,0.8,,,1.0,1.0,0.8,0.9
Gomes Dias,5,14/06/2024,ótimo,1.0,0.9,0,0.3612,1.0,0.0,0.0,2.267,promoter,outros,0.87,0.96,,0.8,0.9,0.8,1.0,0.8,1.0,1.0,0.9
vitor magalhaes,5,14/06/2024,excelente,1.0,0.9,0,0.6249,1.0,0.0,0.0,2.101,promoter,outros,0.92,0.99,,0.8,0.9,0.8,1.0,1.0,0.8,1.0,0.9
Sandramaria Maria,5,14/06/2024,Muito bom 😊,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.774,promoter,outros,0.72,0.78,,0.7,0.8,0.8,1.0,0.8,1.0,0.8,0.9
Daniela Ase,1,14/06/2024,Aplicativo não funciona a mais de 2 dias,-0.7,0.8,0,-0.296,0.0,0.694,0.306,2.079,detractor,outros,-0.62,-0.67,,0.5,0.8,-0.5,1.0,-1.0,0.5,-1.0,0.8
Silvia Viviane Teixeira nunes,5,14/06/2024,"Estou amando, agora não perco mais vendas.",0.8,0.9,0,-0.296,0.0,0.732,0.268,2.316,promoter,venda,0.58,0.72,,0.8,0.9,0.8,1.0,0.7,1.0,0.8,0.9
Francisco Alves silva,4,14/06/2024,Muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.572,promoter,outros,0.72,0.78,,0.8,0.9,0.5,1.0,0.8,1.0,0.8,0.9
cristiano silva (cs design22),5,14/06/2024,Top demais,0.8,0.9,0,0.0,0.0,1.0,0.0,2.444,promoter,outros,0.76,0.72,,0.8,0.9,0.8,1.0,1.0,1.0,0.8,0.9
Évelin Leme,5,14/06/2024,Tudo perfeito!,1.0,0.9,0,0.3802,0.722,0.278,0.0,2.058,promoter,outros,0.88,0.96,,0.7,1.0,0.7,1.0,1.0,1.0,1.0,0.9
Rose Costa,5,14/06/2024,recomendo e ótima,0.8,0.7,0,0.3612,0.714,0.286,0.0,1.651,promoter,outros,0.71,0.77,,0.8,0.9,0.7,1.0,1.0,1.0,0.8,0.9
adelma mendes,5,14/06/2024,muito boa essa maquininha tenho 2 as taxas são ótimas.,0.8,0.9,0,0.4404,0.266,0.734,0.0,2.171,promoter,maquininha,0.73,0.78,,0.8,1.0,0.8,0.9,0.9,1.0,0.7,0.9
Jucelino Nascimento,5,14/06/2024,"Comprei uma ton smart, ela é top to gostando muito , quem tiver precisando de uma maquininha, super indico á ton é top demais...",0.8,0.9,0,0.5994,0.17,0.83,0.0,2.464,promoter,maquininha,0.76,0.79,,0.9,1.0,0.8,1.0,0.9,0.8,0.9,0.8
Davi Campelo,5,14/06/2024,Top,0.8,0.7,0,0.0,0.0,1.0,0.0,2.342,promoter,outros,0.76,0.72,,0.5,0.7,0.6,1.0,,,1.0,0.8
CÉSAR Gusman,3,14/06/2024,"Gostaria que parassem de mandar avisos pra eu vender a máquina, comprei paguei por ela e não tenho interesse em vender. Agradeço a atenção.",-0.6,0.8,0,-0.4215,0.112,0.634,0.254,2.27,detractor,maquininha,-0.56,-0.59,,0.8,1.0,-0.5,0.9,-0.5,1.0,-0.6,0.8
Márcia Martins,5,14/06/2024,"vocês vão amar, ela é ótima 👏👏👏",0.8,0.9,0,-0.4215,0.0,0.588,0.412,2.6,promoter,outros,0.56,0.73,,0.8,1.0,0.7,1.0,0.9,1.0,0.8,0.9
Tereza Coelho,5,14/06/2024,Show de bola tô amando,0.8,0.9,0,0.0,0.0,1.0,0.0,2.166,promoter,outros,0.76,0.72,,0.8,0.9,0.8,1.0,0.8,1.0,0.8,0.9
Israel dionisio Avelar,5,14/06/2024,rápido e eficiente...,0.6,0.7,0,0.5574,1.0,0.0,0.0,1.594,promoter,outros,0.59,0.6,,0.5,0.8,0.5,1.0,0.8,0.9,0.8,0.7
Fábio Gomes,5,14/06/2024,Top,0.8,0.7,0,0.0,0.0,1.0,0.0,2.05,promoter,outros,0.76,0.72,,0.0,1.0,0.5,1.0,,,1.0,0.8
jhonatan souza,5,14/06/2024,"Taxas são ótimas em relação aos concorrentes, uso algum tempo e não tenho problemas podem baixar e usar sem medo",0.8,0.9,0,-0.7906,0.0,0.652,0.348,2.412,promoter,taxas,0.48,0.77,,0.9,0.9,0.8,1.0,0.8,0.9,0.8,0.9
H Cell Celulares,5,14/06/2024,"Vou é mudar para outra maquininha de outra empresa pois a ton não estar me dando a opção de receber no mesmo dia, e além disso mesmo a minha opção receber no outro dia só cai no outro dia já a tardezinha. Vou procurar uma que Me der a idade receber no mesmo dia",-0.6,0.8,0,-0.1027,0.048,0.876,0.076,2.326,detractor,maquininha,-0.5,-0.56,,0.7,0.8,-0.4,0.8,0.3,0.8,-0.5,0.8
Junior Oliveira,3,14/06/2024,Preciso de ajuda fui entrar na minha conta e tá dando conta inativa preciso usar minha conta só que não tou conseguindo entrar podem me ajudar,-0.4,0.7,0,0.4215,0.171,0.753,0.075,2.081,detractor,conta,-0.24,-0.35,,0.3,0.8,-0.2,0.8,-0.3,0.8,-0.2,0.7
Andre luis de andrade,5,14/06/2024,muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,2.231,promoter,outros,0.72,0.78,,0.8,0.9,0.8,1.0,0.8,1.0,0.8,0.9
Ribeiro Adriano,4,14/06/2024,Eu nn entendi eu fis uma conta nesse banco mas toda ves q eu entro para ver se a análise ja foi feita ele pede para reenviar os documentos isso é normal??,-0.3,0.6,0,-0.6381,0.0,0.807,0.193,2.152,neutral,conta,-0.37,-0.31,,0.4,0.8,-0.2,0.8,0.1,0.8,-0.2,0.7
Gabriel Mônico,5,14/06/2024,Muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.505,promoter,outros,0.72,0.78,,0.8,0.9,0.7,1.0,0.8,1.0,0.8,0.9
Luciene Bonfim,2,13/06/2024,Não consigo faser a minha biometria,-0.6,0.8,0,-0.296,0.0,0.645,0.355,2.057,detractor,atendimento,-0.54,-0.58,,0.8,0.6,-1.0,1.0,-1.0,0.8,-1.0,0.7
Ray Guerreiro,5,13/06/2024,E bom !,0.8,0.7,0,0.4753,1.0,0.0,0.0,2.056,promoter,outros,0.74,0.78,,0.8,0.9,,,0.8,1.0,0.7,0.8
rosairacibroninunes broni,5,13/06/2024,Bom Ok,0.6,0.8,0,0.5719,1.0,0.0,0.0,2.352,promoter,outros,0.59,0.6,,0.5,0.8,0.5,1.0,0.5,0.7,0.3,0.7
Júlio César Júnior,2,13/06/2024,"A Ton em si realmente não vale a pena se for vender pelo link, eu vendi pelo link e vou receber somente com 30 dias. Vale a pena apenas pra quem usa maquininha, que pra vender por link não vale a pena, e a taxa não é tão diferente de outras empresas não, não vale a espera.",-0.6,0.8,0,-0.9506,0.0,0.668,0.332,1.782,detractor,venda,-0.67,-0.6,,0.3,0.8,-0.4,0.8,-0.7,0.5,-0.4,0.7
Nelson Joaquim,5,13/06/2024,Gosto muito desse aplicativo,0.7,0.9,0,0.4019,0.474,0.526,0.0,1.998,promoter,outros,0.64,0.68,,0.8,0.9,0.5,1.0,0.8,1.0,0.8,0.9
Alexandre Santos,1,13/06/2024,"Esse aplicativo não presta pois na propaganda diz que não cobram taxa,mas na real ela cobram sim e é uma taxa muito alta.",-0.7,0.8,0,-0.4939,0.086,0.664,0.25,1.576,detractor,taxas,-0.66,-0.69,,0.4,1.0,-0.8,0.9,-0.7,0.8,-0.8,0.7
Antônio agacienio Agacienio,5,13/06/2024,Meu aplicativo tá com problema dês de sexta feira não consigo fazer nada no aplicativo,-0.7,0.8,0,-0.5994,0.0,0.726,0.274,2.165,detractor,outros,-0.68,-0.7,,0.7,0.8,-1.0,0.9,-0.8,1.0,-0.8,0.7
Paula Lopez,1,13/06/2024,"Gente do céu faz tempo que tô tentando fazer um Pix e não consigo sinceramente se eu soubesse que era assim não teria usado esse aplicativo 1.primeira e última vez que faço depósito nessa conta insatisfeita de mais,não tá atualizando a biometria péssimo!!",-0.8,0.9,0,-0.1739,0.073,0.817,0.11,2.324,detractor,pix,-0.67,-0.75,,-0.6,0.8,-0.7,0.9,-0.8,0.6,-0.8,0.7
Elizabete Cristina,5,13/06/2024,e muito bom,0.8,0.7,0,0.4215,0.737,0.263,0.0,2.441,promoter,outros,0.72,0.78,,0.8,1.0,0.8,1.0,0.8,1.0,0.7,0.8
claudemisio alves,2,13/06/2024,O aplicativo não fecha esta ficando sempre logado,-0.6,0.8,0,-0.296,0.0,0.732,0.268,2.284,detractor,outros,-0.54,-0.58,,-0.4,0.8,-1.0,0.8,0.1,0.5,-0.8,0.7
zangado kz,2,13/06/2024,"Não recomendo, aplicativo com problemas no recebimento fácil e muito lento.",-0.6,0.8,0,0.0516,0.325,0.361,0.313,2.233,detractor,lentidao,-0.47,-0.54,,-0.7,0.9,-0.8,1.0,-0.8,0.6,-0.6,0.8
Valter Santos Costa,5,13/06/2024,muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,2.219,promoter,outros,0.72,0.78,,0.8,0.9,0.8,1.0,1.0,1.0,0.8,0.9
LuKa Nascimento Dos Santos,5,13/06/2024,quero ganhar,0.6,0.7,0,0.5859,0.792,0.208,0.0,2.262,promoter,outros,0.6,0.6,,0.8,0.6,0.2,1.0,-1.0,0.5,0.5,0.8
Stefany Cristina,1,13/06/2024,O aplicativo não abre Só fica carregando!!,-0.7,0.8,0,-0.4184,0.0,0.642,0.358,2.32,detractor,lentidao,-0.64,-0.68,,0.8,0.7,-0.8,0.9,-1.0,0.5,-1.0,0.8
Ivair Jesus,5,13/06/2024,Ótimo,1.0,1.0,0,0.3612,1.0,0.0,0.0,2.333,promoter,outros,0.87,0.96,,0.8,1.0,0.8,1.0,0.7,1.0,0.8,0.9
IRANY ROSA,3,13/06/2024,"Não estou gostando deste app quase toda semana pede pra atualizar e quando vamos atualizar da problema na senha, ou no email",-0.6,0.7,0,-0.5994,0.0,0.795,0.205,1.938,detractor,atendimento,-0.6,-0.6,,0.8,0.9,-0.5,0.8,-0.8,0.7,-0.5,0.8
Ermenson Pereira,5,13/06/2024,O aplicativo não está baixando períodos de vendas personalizado. Alguém está passando pelo mesmo problema?,-0.6,0.8,0,-0.5994,0.0,0.71,0.29,1.431,detractor,venda,-0.6,-0.6,,0.6,0.9,-1.0,0.9,0.2,0.9,-0.3,0.7
vanessa santos,5,13/06/2024,muito boa máquina e ainda plano renda extra,0.8,0.9,0,0.4404,0.326,0.674,0.0,2.578,promoter,maquininha,0.73,0.78,,0.7,1.0,0.8,1.0,0.8,1.0,0.8,0.9
Herberth Leal,3,13/06/2024,Está dando muito erro na hora de enviar documentos. Poderia ter a opção de enviar o pdf em vez de tirar foto dos documentos. Hj em dia com carteira digital e o certificado do cnpj em pdj ajuda muito em vez de ter que tirar foto.,0.3,0.6,0,0.34,0.107,0.837,0.056,1.489,promoter,outros,0.31,0.3,,0.8,0.9,-0.7,0.8,0.3,0.8,-0.3,0.8
Maria Glória,4,13/06/2024,topissima,0.8,0.9,0,0.0,0.0,1.0,0.0,2.182,promoter,outros,0.76,0.72,,0.5,0.8,0.5,1.0,0.3,0.7,0.8,0.7
Sonia Arruda,1,13/06/2024,App não abre quero encerrar conta,-0.7,0.8,0,-0.296,0.0,0.694,0.306,2.591,detractor,conta,-0.62,-0.67,,-0.6,0.8,-1.0,0.8,-1.0,0.5,-0.8,0.7
Maria Stefani,5,13/06/2024,adoro a minha verdinha 🤑,0.8,0.9,0,0.0,0.0,1.0,0.0,2.049,promoter,outros,0.76,0.72,,0.5,0.8,0.7,1.0,1.0,0.8,0.8,0.9
Allan Cleber,1,13/06/2024,"Optei em pegar a maquininha da ton e me arrependi Passei um valor referente a um serviço de serralheria de um cliente e a ton bloqueou minha conta e alegaram que vao fazer uma analise de 120 dias e nao posso utilizar o valor e bloquearam minha conta. Falam que a taxa e baixa, porem quando voce faz uma venda eles vem e bloqueiam a conta. Sinceramente estou decepcionado com essa ton, promete uma coisa mas te bloqueiam sem explicar o motivo.",-0.8,0.9,0,0.0387,0.089,0.837,0.073,2.096,detractor,maquininha,-0.63,-0.72,,-0.7,0.9,-0.8,0.9,-0.8,0.6,-0.7,0.8
mirelly cunha,4,13/06/2024,"Oi Bom dia,poderiam por cadastrar,salvar pessoas no pix,pra gente não precisar cada vez que vai enviar um Pix ter que digitar novamente o mesmo contato,.Obrigada, isso iria ajudar muito.",0.6,0.8,0,0.1531,0.09,0.839,0.071,2.121,promoter,pix,0.51,0.56,,0.6,0.8,0.4,0.8,0.5,0.8,0.5,0.8
Flavio Henrique,1,13/06/2024,"Aplicativo nojento entrou em análise com 500 reais meu ainda tenho oque espera 120 dias não yem condições isso gente, não seu mais uque faço",-0.8,0.7,0,-0.8074,0.0,0.726,0.274,2.018,detractor,conta,-0.8,-0.8,,0.3,0.4,,,-0.9,0.8,-0.7,0.8
herick costa,1,13/06/2024,Não consigo mudar a minha chave Pix de celular infelizmente se continuar desse jeito teremos cantar em um processo,-0.6,0.8,0,-0.8074,0.0,0.644,0.356,2.007,detractor,pix,-0.64,-0.6,,0.6,0.9,-0.5,1.0,-0.7,1.0,-0.7,0.8
Taiane Oliveira Lourenço,1,13/06/2024,Muito desagradável toda vez ter q logar. Nao indico para mais ninguém. Péssimo. Horrível. Hoje pago o dobro das taxas de quando aderir o ton.. simplesmente avisam do aumento e fazem. Me sinto enganada. Tem este tal de processamento.. demora muito a ser liberado.,-0.8,0.9,0,-0.9081,0.0,0.717,0.283,2.336,detractor,taxas,-0.82,-0.8,,0.7,0.9,-0.7,0.9,-0.9,0.8,-0.8,0.7
Nailson Cardoso Silva,5,13/06/2024,muito top mesmo recomendo,0.8,0.9,0,0.3612,0.455,0.545,0.0,2.134,promoter,outros,0.71,0.77,,0.7,0.8,0.5,1.0,0.8,0.9,0.8,0.9
Rita Maria Pereira Silva,3,13/06/2024,Tento um cartão de crédito mas ainda nada e eu já sou cliente da loja,-0.3,0.6,0,0.2023,0.122,0.878,0.0,1.654,detractor,cartao credito,-0.2,-0.26,,0.4,0.7,0.0,1.0,-0.6,0.8,-0.3,0.7
joao Paulo Guilherme,5,12/06/2024,Parabéns maquininha de cartão muita boa as taxas são ótimas!,0.8,0.9,0,0.7959,0.47,0.53,0.0,2.084,promoter,maquininha,0.8,0.8,,0.9,0.8,0.8,0.9,0.9,1.0,0.8,0.9
Fabiano Marcelino Ribeiro,5,12/06/2024,Construção 🏡 civil,0.5,0.6,0,0.0,0.0,1.0,0.0,1.913,neutral,outros,0.48,0.45,,0.5,0.8,0.0,1.0,0.5,0.8,0.5,0.8
Antonio Alves da Silva,5,12/06/2024,Boa,0.8,0.9,0,0.4404,1.0,0.0,0.0,1.982,promoter,outros,0.73,0.78,,0.8,0.9,0.7,1.0,0.8,1.0,0.5,0.8
Luciano Souza,1,12/06/2024,"Muito ruim, lento vc fica sem acesso estou sem acesso o dia todo.",-0.8,0.7,0,-0.5574,0.0,0.753,0.247,1.913,detractor,acesso,-0.75,-0.79,,-0.9,0.8,-0.8,0.9,-0.9,0.8,-0.8,0.7
Alcides Medeiros,1,12/06/2024,Ótima qualidade,0.8,0.9,0,0.0,0.0,1.0,0.0,1.979,promoter,outros,0.76,0.72,,0.8,0.9,0.8,1.0,0.8,0.9,0.8,0.9
Rosemeire Carvalho de Souza Alves,5,12/06/2024,Ainda não usei a máquina mas acredito ser boa devido sua fama,0.6,0.7,0,0.7964,0.445,0.462,0.092,1.992,promoter,maquininha,0.64,0.6,,0.3,0.7,,,0.3,1.0,0.4,0.7
Thatyana Pontes,5,12/06/2024,muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.648,promoter,outros,0.72,0.78,,0.5,1.0,0.8,1.0,0.8,1.0,0.8,0.9
raimundo de paula,5,12/06/2024,Bom demais sô,0.8,0.9,0,0.4215,0.583,0.417,0.0,1.787,promoter,outros,0.72,0.78,,0.8,0.6,0.7,1.0,0.9,1.0,0.8,0.9
Claudineia Mansur,1,12/06/2024,boa Tarde Não Gostei Cancelou minha Conta sem eu Sabe o Pk Meu dinheiro ficola preço Até Agora tenho Q Espera 12 dia ainda não sei o q está acontecendo fiz um Pagamento de 150 o banco da pessoa estornou pra minha conta e não entrou não Muito difícil ... Até Agora sem Resposta né uma deles preciso pega o dinheiro não consigo. Vcs Pede pra chama lar e né Responder faz descanso das Pessoas,-0.8,0.9,0,-0.802,0.072,0.716,0.212,1.424,detractor,conta,-0.8,-0.8,,0.6,0.8,-0.7,0.9,-0.5,0.6,-0.6,0.8
Ney Fonse,5,12/06/2024,ótimo,1.0,0.9,0,0.3612,1.0,0.0,0.0,1.788,promoter,outros,0.87,0.96,,0.8,0.9,0.7,1.0,0.8,1.0,1.0,0.9
Regiane Barros,1,12/06/2024,"Péssimo não resolve nada Atrapalha as vendas, só tem juros absurdos Os atendentes não sabem explicar nada o aplicativo não te dá segurança no atendimento, decepção total gastei meu dinheiro com uma máquina que só me suga .",-0.9,0.9,0,-0.5267,0.114,0.673,0.213,2.045,detractor,maquininha,-0.83,-0.88,,-0.5,0.9,-0.9,1.0,-0.8,0.6,-0.8,0.7
Alessandro lino da silva,1,12/06/2024,Nunca passei tanta raiva na minha vida,-0.8,0.9,0,-0.6808,0.0,0.566,0.434,1.302,detractor,outros,-0.78,-0.8,,-0.8,0.7,-0.8,1.0,-1.0,0.8,-1.0,0.8
solange ataide,1,12/06/2024,"muita demora para abrir o app e o problema não é meu celular,uma eternidade pra abrir, se pudesse nem usaria mais essa máquina app horrível com erros constantemente, demora uma eternidade para abrir, e não venha me falar que é meu celular, pois o meu aparelho tem muita memória disponível, processador de última geração e mesmo assim o app no Celular demora demais a abrir ou nem abre e o pior esse de número de suporte ao cliente não existe, liguei várias vezes e só a mesma mensagem número inexiste",-0.8,0.9,0,-0.9753,0.028,0.657,0.315,1.547,detractor,lentidao,-0.84,-0.8,,0.6,0.8,-0.8,0.9,-0.8,0.9,-0.8,0.9
Gadyego Matos,1,12/06/2024,"Em menos de 1 mes de uso nunca ""NUNCA"" na minha vida usei um app taum ruim , instavel e mal feito como a ton. Estou pedindo o estorno do meu valor da maquina e a devolução da mesma. O app é taum feito nas cochas que não tem uma proteção simples como leitor digital ou facial para entrar. Se quer ter algum tipo de segurança tem q sair do app toda vez que terminar de usar. Caso contrario se perder o celular o app fica aberto e sem segurança, tua grana vai pra cobta do ladrão. NOTA ZERO!",-0.9,0.9,0,-0.8805,0.093,0.708,0.2,1.591,detractor,maquininha,-0.9,-0.9,,0.5,0.8,0.2,0.9,0.0,1.0,-1.0,0.9
Silviane Nabor,5,12/06/2024,bom estou começando agora ...creio que vai dar certo,0.6,0.8,0,0.5994,0.412,0.588,0.0,2.075,promoter,outros,0.6,0.6,,0.5,0.7,0.6,0.9,0.6,0.8,0.6,0.8
Antenor Matos,1,12/06/2024,"Serviço de péssima Qualidade! Quando você faz os primeiros acessos é uma maravilha, depois que você arrecada dinheiro e se precisar reinstalar o app ele simplesmente não reconhece sua face e assim eles predem seu dinheiro. Podem pesquisar são várias a denúncias sobre isso na Internet. Quando você busca o suporte eles te enrolam e nunca resolvem nada. Não recomendo nem ao meu pior inimigo Horrível Na caiam nessa!",-0.8,0.9,0,-0.7256,0.146,0.656,0.198,2.103,detractor,atendimento,-0.79,-0.8,,0.5,0.9,0.1,0.9,-0.9,1.0,-0.7,0.8
Ironildo Severino,5,12/06/2024,muita boa,0.8,0.9,0,0.4404,0.744,0.256,0.0,1.876,promoter,outros,0.73,0.78,,0.8,1.0,0.8,1.0,0.9,1.0,0.8,0.9
Fran Moraes,5,12/06/2024,Preciso de um cartão,0.0,0.5,0,0.0,0.0,1.0,0.0,2.046,promoter,cartao credito,0.0,0.0,,0.3,0.7,0.0,1.0,0.1,0.8,0.5,0.7
Junior Xavier,1,12/06/2024,"Péssimo app, lento, demora muito ara abrir as informacoes da conta, poderia usar ele como banco principal mais pela demora não compensa, pra abrir o saldo já demora uma eternidade.",-0.7,0.9,0,-0.8807,0.0,0.663,0.337,1.508,detractor,lentidao,-0.74,-0.7,,0.4,0.9,-0.7,0.9,-0.9,0.7,-0.7,0.8
Kassia Gonçalves,5,12/06/2024,Satisfeita com a Ton,0.7,0.8,0,0.0,0.0,1.0,0.0,2.042,promoter,outros,0.66,0.63,,0.7,0.8,0.5,1.0,1.0,1.0,0.6,0.8
